path	license_class	spdx	copyright	flags	binary
test/boost/json_cql_query_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/json_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/keys_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/large_paging_state_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2020-present ScyllaDB		no
test/boost/like_matcher_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2019-present ScyllaDB		no
test/boost/limiting_data_source_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/linearizing_input_stream_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2019-present ScyllaDB		no
test/boost/lister_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/loading_cache_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/locator_topology_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/log_heap_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/logalloc_standard_allocator_segment_pool_backend_test.cc	unknown-license				no
test/boost/logalloc_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/managed_bytes_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/managed_vector_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/map_difference_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/memtable_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/multishard_combining_reader_as_mutation_source_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/multishard_mutation_query_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/murmur_hash_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/mutation_fragment_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/mutation_query_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/mutation_reader_another_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/mutation_reader_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/mutation_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/mutation_writer_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/mvcc_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/network_topology_strategy_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/nonwrapping_interval_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/observable_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/partitioner_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/per_partition_rate_limit_test.cc	unknown-license				no
test/boost/pretty_printers_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/querier_cache_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/query_processor_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/radix_tree_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/range_assert.hh	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/range_tombstone_list_assertions.hh	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/range_tombstone_list_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/rate_limiter_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/reader_concurrency_semaphore_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/recent_entries_map_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/repair_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/restrictions_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2020-present ScyllaDB		no
test/boost/result_utils_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/reusable_buffer_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/role_manager_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/row_cache_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/rust_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/s3_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/schema_change_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/schema_changes_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/schema_loader_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/schema_registry_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/secondary_index_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/serialization_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/serialized_action_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/service_level_controller_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/sessions_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/small_vector_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/snitch_reset_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/sorting_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2024-present ScyllaDB		no
test/boost/sstable_3_x_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/sstable_compaction_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB	generated	no
test/boost/sstable_conforms_to_mutation_source_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/sstable_datafile_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/sstable_directory_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2020-present ScyllaDB		no
test/boost/sstable_generation_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/sstable_move_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2020-present ScyllaDB		no
test/boost/sstable_mutation_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/sstable_partition_index_cache_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/sstable_resharding_test.cc	unknown-license				no
test/boost/sstable_set_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/sstable_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/sstable_test.hh	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/stall_free_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2020-present ScyllaDB		no
test/boost/statement_restrictions_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/storage_proxy_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/string_format_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/suite.yaml	unknown-license				no
test/boost/summary_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/tablets_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present-2020 ScyllaDB		no
test/boost/tagged_integer_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/token_metadata_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2023-present ScyllaDB		no
test/boost/top_k_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/total_order_check.hh	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/tracing_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2020-present ScyllaDB		no
test/boost/transport_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/types_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/boost/user_function_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2019-present ScyllaDB		no
test/boost/user_types_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2019-present ScyllaDB		no
test/boost/utf8_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (c) 2018, Arm Limited and affiliates. All rights reserved.		no
test/boost/view_build_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB		no
test/boost/view_complex_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2018-present ScyllaDB	generated	no
test/boost/view_schema_ckey_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/view_schema_pkey_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/view_schema_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/vint_serialization_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2017-present ScyllaDB		no
test/boost/virtual_reader_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2016-present ScyllaDB		no
test/boost/virtual_table_mutation_source_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/virtual_table_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2021-present ScyllaDB		no
test/boost/wasm_alloc_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/wasm_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/boost/wrapping_interval_test.cc	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2015-present ScyllaDB		no
test/broadcast_tables/__init__.py	unknown-license				no
test/broadcast_tables/conftest.py	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/broadcast_tables/pytest.ini	unknown-license				no
test/broadcast_tables/suite.yaml	unknown-license				no
test/broadcast_tables/test_broadcast_tables.py	AGPL-only	AGPL-3.0-or-later	Copyright (C) 2022-present ScyllaDB		no
test/cql-pytest/README.md	unknown-license				no
test/cql-pytest/cassandra_tests/README	unknown-license				no
test/cql-pytest/cassandra_tests/__init__.py	unknown-license				no
test/cql-pytest/cassandra_tests/batch_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/distinct_query_paging_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/functions/cast_fcts_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/functions/operation_fcts_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/porting.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/cassandra_tests/validation/entities/collections_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/counters_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/date_type_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/frozen_collections_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/json_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/secondary_index_on_map_entries_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/secondary_index_on_static_column_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/secondary_index_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/static_columns_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/timestamp_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/timeuuid_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/tuple_type_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/type_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/uf_types_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/entities/user_types_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/alter_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/batch_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/compact_storage_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/compact_table_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/create_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/delete_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/drop_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/insert_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/insert_update_if_condition_collections_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/insert_update_if_condition_statics_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/select_group_by_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/select_limit_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/select_multi_column_relation_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/select_order_by_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/select_single_column_relation_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/select_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/truncate_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/tuples_with_nulls_comparison_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/cassandra_tests/validation/operations/update_test.py	Apache-only	Apache-2.0			no
test/cql-pytest/cassandra_tests/validation/operations/use_test.py	unknown-license		copyright ownership.  The ASF licenses this file		no
test/cql-pytest/conftest.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/nodetool.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/pytest.ini	unknown-license				no
test/cql-pytest/rest_api.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/run	unknown-license				no
test/cql-pytest/run-cassandra	unknown-license			generated	no
test/cql-pytest/run.py	unknown-license				no
test/cql-pytest/suite.yaml	unknown-license				no
test/cql-pytest/test_aggregate.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_allow_filtering.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_alter_table.py	AGPL-only	AGPL-3.0-or-later	Copyright 2024-present ScyllaDB		no
test/cql-pytest/test_bad_grammar.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_batch.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_bloom_filter.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_cast.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_cast_data.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_cdc.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_clustering_order.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_compaction_strategy_validation.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_compaction_tombstone_gc.py	AGPL-only	AGPL-3.0-or-later	Copyright 2024-present ScyllaDB		no
test/cql-pytest/test_counter.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_describe.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_distinct.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_empty.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_filtering.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_frozen_collection.py	AGPL-only	AGPL-3.0-or-later			no
test/cql-pytest/test_group_by.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_guardrail_replication_strategy.py	unknown-license				no
test/cql-pytest/test_json.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_key_length.py	AGPL-only	AGPL-3.0-or-later	Copyright 2024-present ScyllaDB		no
test/cql-pytest/test_keyspace.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_large_cells_rows.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_limit.py	AGPL-only	AGPL-3.0-or-later	Copyright 2024-present ScyllaDB		no
test/cql-pytest/test_logs.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_lwt.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_materialized_view.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_native_functions.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_native_transport.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_non_deterministic_functions.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_null.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_paging.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_permissions.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_prepare.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_range_and_slice.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_restrictions.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_scan.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_secondary_index.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_select_from_mutation_fragments.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_service_levels.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_shedding.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_ssl.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_sstable.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_sstable_compression.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_sstable_validation.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_static.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_system_tables.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_tablets.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_tombstone_limit.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_tools.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_ttl.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_type_date.py	AGPL-only	AGPL-3.0-or-later	Copyright 2024-present ScyllaDB		no
test/cql-pytest/test_type_duration.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_type_string.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_type_time.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_type_timestamp.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_type_uuid.py	AGPL-only	AGPL-3.0-or-later	Copyright 2024-present ScyllaDB		no
test/cql-pytest/test_uda.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_udf.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_unset.py	AGPL-only	AGPL-3.0-or-later	Copyright 2023-present ScyllaDB		no
test/cql-pytest/test_use.py	AGPL-only	AGPL-3.0-or-later	Copyright 2022-present ScyllaDB		no
test/cql-pytest/test_using_timeout.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_using_timestamp.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_utf8.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_validation.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql-pytest/test_virtual_tables.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/test_wasm.py	AGPL-only	AGPL-3.0-or-later	Copyright 2021-present ScyllaDB		no
test/cql-pytest/util.py	AGPL-only	AGPL-3.0-or-later	Copyright 2020-present ScyllaDB		no
test/cql/cassandra_batch_test.cql	dual-licensed	(AGPL-3.0-or-later and Apache-2.0)	Copyright (C) 2016-present ScyllaDB		no
test/cql/cassandra_batch_test.result	unknown-license		Copyright (C) 2016-present ScyllaDB		no
test/cql/cassandra_cql_test.cql	dual-licensed	(AGPL-3.0-or-later and Apache-2.0)	Copyright (C) 2016-present ScyllaDB		no
test/cql/cassandra_cql_test.result	unknown-license		Copyright (C) 2016-present ScyllaDB		no
test/cql/cdc_allow_dropping_manually_created_log_test.cql	unknown-license				no
test/cql/cdc_allow_dropping_manually_created_log_test.result	unknown-license				no
test/cql/cdc_batch_delete_postimage_test.cql	unknown-license				no
test/cql/cdc_batch_delete_postimage_test.result	unknown-license				no
test/cql/cdc_compact_storage_test.cql	unknown-license				no
test/cql/cdc_compact_storage_test.result	unknown-license				no
test/cql/cdc_delta_modes_test.cql	unknown-license				no
test/cql/cdc_delta_modes_test.result	unknown-license				no
test/cql/cdc_disallow_cdc_for_counters_test.cql	unknown-license				no
test/cql/cdc_disallow_cdc_for_counters_test.result	unknown-license				no
test/cql/cdc_disallow_materialized_view_for_cdc_log_test.cql	unknown-license				no
test/cql/cdc_disallow_materialized_view_for_cdc_log_test.result	unknown-license				no
test/cql/cdc_disallow_nested_cdc_logs_test.cql	unknown-license				no
test/cql/cdc_disallow_nested_cdc_logs_test.result	unknown-license				no
test/cql/cdc_enable_disable_test.cql	unknown-license				no
test/cql/cdc_enable_disable_test.result	unknown-license				no
test/cql/cdc_static_and_clustered_rows_test.cql	unknown-license				no
test/cql/cdc_static_and_clustered_rows_test.result	unknown-license				no
test/cql/cdc_too_short_stream_id_test.cql	unknown-license				no
test/cql/cdc_too_short_stream_id_test.result	unknown-license				no
test/cql/cdc_with_lwt_test.cql	unknown-license				no
test/cql/cdc_with_lwt_test.result	unknown-license				no
test/cql/counters_disallow_ttl_test.cql	unknown-license				no
test/cql/counters_disallow_ttl_test.result	unknown-license				no
test/cql/counters_test.cql	unknown-license				no
test/cql/counters_test.result	unknown-license				no
test/cql/forbid_adding_to_udt_used_in_partkey_test.cql	unknown-license				no
test/cql/forbid_adding_to_udt_used_in_partkey_test.result	unknown-license				no
test/cql/list_test.cql	unknown-license			generated	no
test/cql/list_test.result	unknown-license			generated	no
test/cql/locator_test.cql	unknown-license				no
test/cql/locator_test.result	unknown-license				no
test/cql/lua_test.cql	unknown-license				no
test/cql/lua_test.result	unknown-license				no
test/cql/lwt_batch_test.cql	unknown-license				no
test/cql/lwt_batch_test.result	unknown-license				no
test/cql/lwt_batch_validation_test.cql	unknown-license				no
test/cql/lwt_batch_validation_test.result	unknown-license				no
test/cql/lwt_like_test.cql	unknown-license				no
test/cql/lwt_like_test.result	unknown-license				no
test/cql/lwt_test.cql	unknown-license				no
test/cql/lwt_test.result	unknown-license				no
test/cql/mv_si_local_updates_test.cql	unknown-license				no
test/cql/mv_si_local_updates_test.result	unknown-license				no
test/cql/query_bounds_test.cql	unknown-license				no
test/cql/query_bounds_test.result	unknown-license				no
test/cql/suite.yaml	unknown-license				no
